userName,score,content,sentiment,cleaned_text
A Google user,5,it's sooooooooooooooooo good,Positive,sooooooooooooooooo good
A Google user,5,"You guys help me learn so much, thank you!",Positive,guys help learn much thank
A Google user,5,it's amazing app really 👌🏻💚,Positive,amazing app really
A Google user,5,Yep this is better then any learning app I love how being friends with people it's very fun!!!,Positive,yep better learning app love friends people fun
A Google user,5,"The app is really good for learning languages, I've mastered basic German quite easily by learning in this app. My only complaint is there's too few languages for learning. I hope the development team adds more languages for us to learn.",Positive,app really good learning languages mastered basic german quite easily learning app complaint languages learning hope development team adds languages us learn
A Google user,5,I LOVE IT THANKS FOR TEACHING ME INTERMEDIATE ENGLISH🥰🥰🥰🥰🥰❤️❤️,Positive,love thanks teaching intermediate english
A Google user,4,It's good but cannot learn more things in same time.,Positive,good cannot learn things time
A Google user,5,help me learn new languages in an allergy and I have to do my Duolingo so I really like Duolingo,Positive,help learn new languages allergy duolingo really like duolingo
A Google user,3,"Update 9Feb25: App keeps getting ""stuck"" when accounting for completed lessons. I've done 8 already and it keeps saying I've only completed 3. This has been going on for at least a month. Super annoying. ----------------------------------- 3Feb23 Love it. Easy to use. Listening and speaking exercises are great.",Neutral,update 9feb25 app keeps getting stuck accounting completed lessons done 8 already keeps saying completed 3 going least month super annoying 3feb23 love easy use listening speaking exercises great
A Google user,4,thanks very useful my life for english,Positive,thanks useful life english
A Google user,5,the best,Positive,best
A Google user,5,It's Good and Nice,Positive,good nice
A Google user,5,like it,Positive,like
A Google user,5,very useful app learning to all languages,Positive,useful app learning languages
A Google user,5,So fun this app is like a teacher learning other languages and I'll give this a 5 stars duo cute,Positive,fun app like teacher learning languages give 5 stars duo cute
A Google user,5,brilliant,Positive,brilliant
A Google user,5,This is a very good app use it i am learning a lot of new things from this every day! Ty Duolingo,Positive,good app use learning lot new things every day ty duolingo
A Google user,5,perfect app for learning new languages 🤍,Positive,perfect app learning new languages
A Google user,4,"I'm getting ther,",Positive,getting ther
A Google user,5,ti amo duolingo gracias por enseñarme.,Positive,ti amo duolingo gracias por enseñarme
A Google user,4,"In the past week, I can't access the leader board, or either of the alternating games hosted there. Please fix it.",Positive,past week access leader board either alternating games hosted please fix
A Google user,5,Very fun learning game,Positive,fun learning game
A Google user,5,because I learned any word,Positive,learned word
A Google user,5,Love it!,Positive,love
A Google user,2,"Provides no instruction on pronunciation or how to handle gendered languages (such as french). It expects you to repeat phrases with no prior practice. It expects you to know you need to use ""une"" instead of ""un"" when referring to a woman with no explanation as to why or what was wrong with your answer. I gave up on using this app to learn French because it doesn't seem geared towards learning a language, just quizzing you on things you already know about a language.",Negative,provides instruction pronunciation handle gendered languages french expects repeat phrases prior practice expects know need use une instead un referring woman explanation wrong answer gave using app learn french seem geared towards learning language quizzing things already know language
A Google user,5,helping me learn German fast and easy,Positive,helping learn german fast easy
A Google user,4,is a very good learning game.👌🥰,Positive,good learning game
A Google user,5,this game is amazing. I love learning korean,Positive,game amazing love learning korean
A Google user,5,fun learning japanese with Duolingo,Positive,fun learning japanese duolingo
A Google user,5,"100% works,I recommend people to try it.",Positive,100 works recommend people try
A Google user,4,the biggest downside is learning alot about American cities. I live in Canada and will probably never say the name of these cities outside this app. I'd rather learn many random cities then just American cities. BTW not an issue in learning French as much as it is in learning Korea otherwise duolingo makes learning fun and easy.,Positive,biggest downside learning alot american cities live canada probably never say name cities outside app rather learn many random cities american cities btw issue learning french much learning korea otherwise duolingo makes learning fun easy
A Google user,5,Good it awsome to learn all languages gracias duo,Positive,good awsome learn languages gracias duo
A Google user,5,Fun way to learn espanol!,Positive,fun way learn espanol
A Google user,5,love. it's interactive and fun,Positive,love interactive fun
A Google user,4,with Duolingo is pretty good but pretty bad like a little bit at the same time,Positive,duolingo pretty good pretty bad like little bit time
A Google user,4,it's a fun app. I've really learnt a lot of Japanese using this app.,Positive,fun app really learnt lot japanese using app
A Google user,5,learning another language is not usually fun for most people but somehow this makes it pretty fun. My wife and I compete against each other and even bought the upgraded version to get rid of the ads because with the ads it was practically unbearable,Positive,learning another language usually fun people somehow makes pretty fun wife compete even bought upgraded version get rid ads ads practically unbearable
A Google user,5,love this so much,Positive,love much
A Google user,4,super 👍,Positive,super
A Google user,5,"I'm old enough to remember back when Duolingo was truly free, without any catches or paid features. But it's still excellent as a free app. Thank you 🙏🏿",Positive,old enough remember back duolingo truly free without catches paid features still excellent free app thank
A Google user,3,I am getting stuck repeating the same lesson over and over cuz the 3rd drop box in verb conjugations disappears and doesn't allow me to fill in the other sections. The screen locks up and doesn't let me go forward or back it ONLY let's you Quit! which makes you loose all your progress...this happened so much I wanted to rage quit :(,Neutral,getting stuck repeating lesson cuz 3rd drop box verb conjugations disappears allow fill sections screen locks let go forward back let quit makes loose progress happened much wanted rage quit
A Google user,1,AI driven garbage,Negative,ai driven garbage
A Google user,5,It's a five star for me I'm beginning to pick up real good on Spanish and I'm learning it for free Sounds too good to be true But guess what it's true 😂 I advise you download it,Positive,five star beginning pick real good spanish learning free sounds good true guess true advise download
A Google user,5,I learn so much,Positive,learn much
A Google user,2,"Fun, but glitchy and inaccurate. The listening feature is very spotty and sometimes doesn't hear you or register at all, causing you to error on the exercise and ruin any chances at a perfect lesson. Sometimes restarting the app fixes it. Once that feature is improved on, I'd have nothing to complain about. :)",Negative,fun glitchy inaccurate listening feature spotty sometimes hear register causing error exercise ruin chances perfect lesson sometimes restarting app fixes feature improved nothing complain
A Google user,5,it good and great I almost better a russian,Positive,good great almost better russian
A Google user,5,I complained that my app still seems offline and nothing has been done about it 😔😕 Kindly check that for me,Positive,complained app still seems offline nothing done kindly check
A Google user,5,This app is the best way for learning new languages,Positive,app best way learning new languages
A Google user,2,Know what really takes the wind out of your sails when trying to learn a new language? 2 minute ads after one lesson.,Negative,know really takes wind sails trying learn new language 2 minute ads one lesson
A Google user,1,"It is no longer possible to fill up hearts with practice. Only when out of hearts it is possible to do one practice. That is soooo anoying. Also bugs dont get fixed and new ones apear frequently. Very bad experience, this app is sadly declining a lot.",Negative,longer possible fill hearts practice hearts possible one practice soooo anoying also bugs dont get fixed new ones apear frequently bad experience app sadly declining lot
A Google user,5,wunderbar,Positive,wunderbar
A Google user,5,Helps me to improve my spainish skills!!,Positive,helps improve spainish skills
A Google user,5,thebest program,Positive,thebest program
A Google user,1,"Duolingo needs a 1 cause they deleted my 72 streak and I don't have a lot of gems to get it back. And I am tired of getting so many ads and I need to pay so much gems just to repair my stupid streak like 700 or 2000 is way to much gems and now I cannot get my streak back. AND I CAN'T UNINSTALL THE GAME!! ALSO I HAD 1003 GEMS AND THEN I ACCIDENTALLY CLICKED MORE HEARTS AND NOW I HAVE 658 GEMS!!! DUOLING SHOULD HAVE A ""are you sure?"" BUTTON SO PEOPLE DON'T LIKE ME DON'T GIVE A BAD REVIEW!!",Negative,duolingo needs 1 cause deleted 72 streak lot gems get back tired getting many ads need pay much gems repair stupid streak like 700 2000 way much gems cannot get streak back uninstall game also 1003 gems accidentally clicked hearts 658 gems duoling sure button people like give bad review
A Google user,5,"very fun to learn languages with duoling,Don't skip your duolingo tho...",Positive,fun learn languages duoling skip duolingo tho
A Google user,5,this is the best app for learning languages it very flexible and easy to understand,Positive,best app learning languages flexible easy understand
A Google user,5,really perfect application for learning I am learning a hard really language but doulingo made me really know them and learn them well!! thank you so much doulingo,Positive,really perfect application learning learning hard really language doulingo made really know learn well thank much doulingo
A Google user,5,I like the style of learning and you can dedicate just a few minutes at a time.,Positive,like style learning dedicate minutes time
A Google user,5,awesome arrangement of activities.,Positive,awesome arrangement activities
A Google user,5,very nice,Positive,nice
A Google user,5,تحفهه بجدد,Positive,تحفهه بجدد
A Google user,5,I learned a lot. Aprendí mucho.,Positive,learned lot aprendí mucho
A Google user,5,Do I have to explain? The app is just amazing!! ✨✨💚💚,Positive,explain app amazing
A Google user,3,Great app HOWEVER are the leagues necessary! I love this app and think it has been fantastic in teaching so many people other there who want to learn new language in a fun interactive way BUT does it really have to be based on leagues. As a full time working mom of 5 kids as you can imagine I'm juggling a huge amount of tasks and duolingo is my downtime but I find the leagues disappointing as they add pressure that I do not need added to my life when I just want to have fun and learn.,Neutral,great app however leagues necessary love app think fantastic teaching many people want learn new language fun interactive way really based leagues full time working mom 5 kids imagine juggling huge amount tasks duolingo downtime find leagues disappointing add pressure need added life want fun learn
A Google user,5,بجد بجد برنامج هائل جدآ و ساعدني كتير جدآ في شغلي,Positive,بجد بجد برنامج هائل جدآ و ساعدني كتير جدآ في شغلي
A Google user,4,"Very good and useful app. Some more variety in words and numbers, plus more practical phrases would improve this.",Positive,good useful app variety words numbers plus practical phrases would improve
A Google user,5,it's a great app! makes learning a new language super fun!,Positive,great app makes learning new language super fun
A Google user,5,"So far so good, Duolingo is turning out to be one of the best free/paid apps on playstore. wondering how come it took me so long to try out Duolingo for learning a new language. love the well broken down bytesized lessons for every level of expertise. To the Dev team.....keep it going👌🏽",Positive,far good duolingo turning one best free paid apps playstore wondering come took long try duolingo learning new language love well broken bytesized lessons every level expertise dev team keep going
A Google user,5,a great tool to broaden your horizons. surprisingly effective for how easy to use it is. I wish I had used it sooner,Positive,great tool broaden horizons surprisingly effective easy use wish used sooner
A Google user,1,The advertising takes up 50% of the time.,Negative,advertising takes 50 time
A Google user,5,"Love this app, been using it for over 3y now, it's cool to keep a language in mind everyday, but please please please hear me out, add croatian to this app, I love this language but I'm stuck with almost no app who's doing croatian, and switching on two different types of app is not interesting.. Please Duolingo team add croatian!!!",Positive,love app using 3y cool keep language mind everyday please please please hear add croatian app love language stuck almost app croatian switching two different types app interesting please duolingo team add croatian
A Google user,3,doesn't have Mongolian,Neutral,mongolian
A Google user,4,"Give XP boost sometimes, but they don't really have varied answers good app tho",Positive,give xp boost sometimes really varied answers good app tho
A Google user,5,very easy to navigate and learn from. I'm enjoying the Chinese language,Positive,easy navigate learn enjoying chinese language
A Google user,4,Fun and easy to learn languages 😁,Positive,fun easy learn languages
A Google user,5,"A great app with choice of languages ta choose. Brilliant! Yet somehow insisting ""App not connected to Google Play"". Wonder what is going on?",Positive,great app choice languages ta choose brilliant yet somehow insisting app connected google play wonder going
A Google user,2,"You show words before you tell they mean. You use unnecessary places like London or Philadelphia - it would be better to use Venice or Florence in your examples. You give the ""option"" of buying extra minutes or levels - and if you refuse to buy them, you shut down. It could be a whole lot better.",Negative,show words tell mean use unnecessary places like london philadelphia would better use venice florence examples give option buying extra minutes levels refuse buy shut could whole lot better
A Google user,1,"Instead of a language learning aide, duolingo has turned into a toy app with insiduous monetization tactics. Not recommendable at all anymore.",Negative,instead language learning aide duolingo turned toy app insiduous monetization tactics recommendable anymore
A Google user,5,diese App ist perfect 🤩🤩👌,Positive,diese app ist perfect
A Google user,1,poop 💩,Negative,poop
A Google user,5,the best I like it,Positive,best like
A Google user,5,it helps me learn my favorite language and I all ready know a lot like une graçon et une chat(a boy and a cat),Positive,helps learn favorite language ready know lot like une graçon et une chat boy cat
A Google user,5,You're making it so simple than I thought,Positive,making simple thought
A Google user,5,I like that I can spend just a few minutes per day studying Spanish and make good progress.,Positive,like spend minutes per day studying spanish make good progress
A Google user,5,niice,Positive,niice
A Google user,5,very gud,Positive,gud
A Google user,1,"used free trial of super duolingo, and even though I shouldn't be penalised for not continuing with it after the free trial as advised, I can't refill my hearts with a practice run. Shame on you for lying.",Negative,used free trial super duolingo even though penalised continuing free trial advised refill hearts practice run shame lying
A Google user,2,"The frequent problem of the app getting stuck on a black screen when going to an ad is annoying! There is no way to go back, I have to end the app or restart my phone. Additionally, the scoreboard has issues not loading frequently. It would be better if it weren't so buggy!",Negative,frequent problem app getting stuck black screen going ad annoying way go back end app restart phone additionally scoreboard issues loading frequently would better buggy
A Google user,5,so entertaining,Positive,entertaining
A Google user,5,Great Apk,Positive,great apk
A Google user,5,"Doulingo is a very learning app, when I started it was quite boring so I tried other apps and guess what I came back to doulingo cuz I didn't really enjoy it. So I suggest who so ever reading this to download doulingo cuz it's the best app you'll experience.",Positive,doulingo learning app started quite boring tried apps guess came back doulingo cuz really enjoy suggest ever reading download doulingo cuz best app experience
A Google user,2,never get extra points when it says I've got double and triple points just single points,Negative,never get extra points says got double triple points single points
A Google user,5,relly good for learning all ages,Positive,relly good learning ages
A Google user,3,Gracia amigos. However that audios are not properly functioning.,Neutral,gracia amigos however audios properly functioning
A Google user,4,it is really amazing and really good for fast learning,Positive,really amazing really good fast learning
A Google user,4,This app is great!,Positive,app great
A Google user,1,Continually marking answers wrong when they are gramatically correct. Words are misspelled. Ads all the time. 5hrs to replenish one heart?! This app has turned into cash grab.,Negative,continually marking answers wrong gramatically correct words misspelled ads time 5hrs replenish one heart app turned cash grab
A Google user,5,تطبيق جميل ويستطيع ان يأسسك بنسبة كبيرة,Positive,تطبيق جميل ويستطيع ان يأسسك بنسبة كبيرة
A Google user,5,very interesting to learn here. I encourage others to do same,Positive,interesting learn encourage others
A Google user,3,"An expensive way to learn if you pay monthly, have to be very serious to pay, but it's fun but doesn't actually teach a lot. It does not help you much with vocabulary and learning the verbs. (Repetitive words) Unfortunately too, it is made in United States so everything is Americanised. Pants (trousers)",Neutral,expensive way learn pay monthly serious pay fun actually teach lot help much vocabulary learning verbs repetitive words unfortunately made united states everything americanised pants trousers
A Google user,5,It provides as many options as possible for languages and mistakes. It also makes you feel eager and motivates you.,Positive,provides many options possible languages mistakes also makes feel eager motivates
A Google user,2,"Don't waste your money on Duolingo Max, the AI video call is rubbish and it's the same conversation every time. It's glitchy and sometimes have to try 3 times to get it working. If you try to ask ""Lili"" any questions or have a different conversation it doesn’t work. It's no good for learning a language to travel. I'm racing through the lessons and we have only just learnt numbers up to 10? and very few useful phrases that you would actually need travelling.",Negative,waste money duolingo max ai video call rubbish conversation every time glitchy sometimes try 3 times get working try ask lili questions different conversation work good learning language travel racing lessons learnt numbers 10 useful phrases would actually need travelling
A Google user,5,"Like a fun game you play every day after work, except you're literally becoming bilingual in the process 😂",Positive,like fun game play every day work except literally becoming bilingual process
A Google user,5,Good learning game I'm really learning French,Positive,good learning game really learning french
A Google user,5,"I love Doulingo 💜 💜💜 I get to learn languages like Japanese, Dutch, Hawaiian, Swahili! I also do the music and math and it's sooo fun!",Positive,love doulingo get learn languages like japanese dutch hawaiian swahili also music math sooo fun
A Google user,5,I'm learning so much! I'm excited to speak Spanish with someone.,Positive,learning much excited speak spanish someone
A Google user,5,Good,Positive,good
A Google user,5,amazzzzzinggg♥️♥️♥️👍,Positive,amazzzzzinggg
A Google user,5,Love it,Positive,love
A Google user,5,I love this app,Positive,love app
A Google user,5,very good for new learners,Positive,good new learners
A Google user,5,it help me learn a lot,Positive,help learn lot
A Google user,5,its a really especial app with a lot abilities.,Positive,really especial app lot abilities
A Google user,1,"The more I use this app, the more I am frustrated. It hangs, shows black area instead of an image, it sometimes awfully slow, it presses too much for getting XP, it is not smart enough in many ways: the word hints often irrelevant, it doesn't recognize many types of typos, it doesn't consider that many users are not native English speakers. Etc, etc. It regularly steals XPs that I earn with blood, sweet, and tiers😬",Negative,use app frustrated hangs shows black area instead image sometimes awfully slow presses much getting xp smart enough many ways word hints often irrelevant recognize many types typos consider many users native english speakers etc etc regularly steals xps earn blood sweet tiers
A Google user,5,it nice and easy to learn,Positive,nice easy learn
A Google user,5,I love Duolingo because there're a lot of languages that we can learn and I well like to learn France and it really helps me🦉💚💌,Positive,love duolingo lot languages learn well like learn france really helps
A Google user,5,The most fun and educational game at the same time. It teaches you every day how to speak English skillfully and fluently and nourishes your vocabulary through fun.,Positive,fun educational game time teaches every day speak english skillfully fluently nourishes vocabulary fun
A Google user,4,"bisakah kalian membuat opsi absen belajar sementara? aku sedang sakit, tapi aku juga harus menjaga runtunan belajar bahasa inggrisku, melihat ponsel membuat kepalaku semakin sakit",Positive,bisakah kalian membuat opsi absen belajar sementara aku sedang sakit tapi aku juga harus menjaga runtunan belajar bahasa inggrisku melihat ponsel membuat kepalaku semakin sakit
A Google user,5,very interesting,Positive,interesting
A Google user,1,Used to be a fun way to learn foreign languages. Now they sell so much stuff it feels like I'm at a timeshare pitch. Probably moving on when current subscription is up.,Negative,used fun way learn foreign languages sell much stuff feels like timeshare pitch probably moving current subscription
A Google user,5,I really like it because it make me more learn English,Positive,really like make learn english
A Google user,5,I love this app it helps me learn a lot of words phrases and more,Positive,love app helps learn lot words phrases
A Google user,5,excellent,Positive,excellent
A Google user,5,it's a great app even if you're trying to learn complicated languages like I am trying to learn Korean and right now I'm super good downloaded it's good,Positive,great app even trying learn complicated languages like trying learn korean right super good downloaded good
A Google user,5,so fun and easy,Positive,fun easy
A Google user,5,i can't believe it's working,Positive,believe working
A Google user,5,its such an easy way to learn.,Positive,easy way learn
A Google user,5,I like it very much. It is free to learn with a few ads. This is my favorite app.,Positive,like much free learn ads favorite app
A Google user,5,عالی,Positive,عالی
A Google user,5,‌ज्ञान वर्धक ऐप,Positive,ज ञ न वर धक ऐप
A Google user,5,Niiice app,Positive,niiice app
A Google user,5,best free app to learn lots of languages,Positive,best free app learn lots languages
A Google user,5,رائع,Positive,رائع
A Google user,4,its very interesting app I love it,Positive,interesting app love
A Google user,5,Top app for learning a bit of every language,Positive,top app learning bit every language
A Google user,4,it's ok,Positive,ok
A Google user,5,very nice one just go for it,Positive,nice one go
A Google user,5,just amazing I am learning fluent Spanish,Positive,amazing learning fluent spanish
A Google user,4,Great app that'd very useful. However the animations are excessive and the regular vibrations infuriating.,Positive,great app useful however animations excessive regular vibrations infuriating
A Google user,1,"This app used to be good, but has been absolutely ruined by the recent change that stops you practicing to regain hearts. I didn’t mind watching a few adds to use it, but no way am I subscribing to get unlimited hearts so after 565 days and stuck on one exercise for 5 days, I'm done with it.",Negative,app used good absolutely ruined recent change stops practicing regain hearts mind watching adds use way subscribing get unlimited hearts 565 days stuck one exercise 5 days done
A Google user,5,it is so cute I want to play it every day,Positive,cute want play every day
A Google user,5,exelent coursoa,Positive,exelent coursoa
A Google user,5,besties app for new learners to😉 learn in 😻 the enjoyable way I love it I recommend for everyone who ever want to learn any languages👄💬 plzz learn from this ❤app i appreciate them for ❤ . special thanks to the owner of the this app,Positive,besties app new learners learn enjoyable way love recommend everyone ever want learn languages plzz learn app appreciate special thanks owner app
A Google user,5,É realmente muito bom,Positive,é realmente muito bom
A Google user,5,perfect,Positive,perfect
A Google user,5,"helping me learn japanese! super fun app, had helped me learn French as well in the past",Positive,helping learn japanese super fun app helped learn french well past
A Google user,5,the best app to learn any language of your choice,Positive,best app learn language choice
A Google user,5,bhot khub,Positive,bhot khub
A Google user,4,It's good entry for learning Chinese. would be nice if you were able to chose vocabulary you want to practice,Positive,good entry learning chinese would nice able chose vocabulary want practice
A Google user,5,i enjoy in learning its a nice app,Positive,enjoy learning nice app
A Google user,5,Cool I love this app for my kids download now! Or I'll come to your house 😈😈,Positive,cool love app kids download come house
A Google user,5,Its fun,Positive,fun
A Google user,5,"This is by far, the most, easy app to learn a language",Positive,far easy app learn language
A Google user,4,easy and nice to be able to work on pronunciation as well!,Positive,easy nice able work pronunciation well
A Google user,5,thanku duolingo nice english,Positive,thanku duolingo nice english
A Google user,5,amazing,Positive,amazing
A Google user,5,"I like the combination of exercises. So far, it's been great. I do have the paid ""Super"" package.",Positive,like combination exercises far great paid super package
A Google user,2,it's a good app for learning new language,Negative,good app learning new language
A Google user,3,App doesn't open,Neutral,app open
A Google user,5,Very useful. It helped me a lot in Spanish and Korean. I ❤️ the switch course program,Positive,useful helped lot spanish korean switch course program
A Google user,5,Very nice,Positive,nice
A Google user,5,Amazing teaching technics which make you learn and memorize easily.,Positive,amazing teaching technics make learn memorize easily
A Google user,5,I love this game 🎯😍😍 The parrot is very very cute and funny 🤣😍🤣😍🤣😍😍😍😍😍😍,Positive,love game parrot cute funny
A Google user,5,this application is really good,Positive,application really good
A Google user,5,am doing good whith this abb,Positive,good whith abb
A Google user,5,usefull app hai aap ko bhi download karna chahiye,Positive,usefull app hai aap ko bhi download karna chahiye
A Google user,1,"it really punishes you for not paying for a subscription. you get 5 ""lifes"" and for I to replenish it takes 1 hour for each ""life"". if you do nothing all day that's not a huge deal but people who have busy days and only have so much free time it really screws you over.",Negative,really punishes paying subscription get 5 lifes replenish takes 1 hour life nothing day huge deal people busy days much free time really screws
A Google user,5,it's very good app,Positive,good app
A Google user,5,this is super nice and good because it's helping me learn languages and it has streaks on how many days have you been learning so I love it and it's super helpful.,Positive,super nice good helping learn languages streaks many days learning love super helpful
A Google user,4,so far Duolingo app is enticing since it gives all the rooted words of any language one would like to know. I love it ❣️❣️,Positive,far duolingo app enticing since gives rooted words language one would like know love
A Google user,5,it's either Spanish or vanish,Positive,either spanish vanish
A Google user,5,👍🏻👍🏻👍👍🏽👍🏾👍🏿,Positive,
A Google user,5,Good easy to understand,Positive,good easy understand
A Google user,5,love it. it helps a lot with learning new languages and some much more I DEFINITELY recommend ♥️,Positive,love helps lot learning new languages much definitely recommend
A Google user,5,great learning,Positive,great learning
A Google user,5,Very good app so far. Plenty of ads but can't complain since the app is free,Positive,good app far plenty ads complain since app free
A Google user,5,Good,Positive,good
A Google user,5,fun way to learn a new language,Positive,fun way learn new language
A Google user,5,"This app is the best app to learn any languages like I am learning english and best thing about this app is that it doesn't have any adds if you have trouble speaking any language just download it best app ever thanks Duolingo for helping me learning English fluently thank you soooo much it has all the languages like Korean,German,Spanish and many more Thanks for helping me learning more English skills now I can speak English fluently with others Thank you so much. :) 😊😊",Positive,app best app learn languages like learning english best thing app adds trouble speaking language download best app ever thanks duolingo helping learning english fluently thank soooo much languages like korean german spanish many thanks helping learning english skills speak english fluently others thank much
A Google user,5,"I like the app, I own the yearly subscription, and make my relatives learn the languages hustle free.",Positive,like app yearly subscription make relatives learn languages hustle free
A Google user,5,"Very simple and helpful tool. incorporates reading, speaking and writing. Great app.",Positive,simple helpful tool incorporates reading speaking writing great app
A Google user,4,"Very great app! You can do any language + music and math if you want! The downfall is if you run out of hearts you have to wait 5 hours, but still a great app!",Positive,great app language music math want downfall run hearts wait 5 hours still great app
A Google user,2,"This is a great app yet after recent update, it's impossible to track the list of other users on this app. Please fix it asap. Thank you",Negative,great app yet recent update impossible track list users app please fix asap thank
A Google user,5,"I give it 5 stars because it has been teaching me the Language I want to learn other apps didn't do that. it dose ask you Questions, but it's really nothing personal. Unlike other apps and that's why I like it. And I love the little The little owl Duolingo They sell plushees of the lil green owl",Positive,give 5 stars teaching language want learn apps dose ask questions really nothing personal unlike apps like love little little owl duolingo sell plushees lil green owl
A Google user,5,it's wonderful app to learn languages,Positive,wonderful app learn languages
A Google user,5,muy bueno me encanta,Positive,muy bueno encanta
A Google user,4,👍,Positive,
A Google user,5,pls just don't take my family when i miss a lesson,Positive,pls take family miss lesson
A Google user,5,"it's fun and easy. I'm Polish, and now I can connect more with my Polish side without paying to get language classes. recommended for all ages",Positive,fun easy polish connect polish side without paying get language classes recommended ages
A Google user,5,Carry on,Positive,carry
A Google user,5,it is very good for learning I have learnt many languages like chinese it is very good you should download it if you want to learn any language 🥳🥳🥳🥳🥳🤗🤗🤗🤗 and complete your streak like me 😎😎😎😎💪💪💪,Positive,good learning learnt many languages like chinese good download want learn language complete streak like
A Google user,3,"fun for vocabulary and a useful supplement to a real Spanish class, but fails to teach things like basic grammar.",Neutral,fun vocabulary useful supplement real spanish class fails teach things like basic grammar
A Google user,5,thanks duo,Positive,thanks duo
A Google user,3,هذا التطبيق رااإع💯🔥 😲!WoW!😲!واااو!😲,Neutral,هذا التطبيق رااإع wow واااو
A Google user,5,"very enjoyable, easy to learn from dou",Positive,enjoyable easy learn dou
A Google user,2,"It's a fun and interactive way to learn Spanish and German. I had given DUOLINGO more stars previously. However, there is no assistance on Duolingo Max when learning Polish. Needing an extra explanation for Polish was the reason that I purchased Max, since Polish is a different language to learn. This is where assistance is needed. More support results in more stars",Negative,fun interactive way learn spanish german given duolingo stars previously however assistance duolingo max learning polish needing extra explanation polish reason purchased max since polish different language learn assistance needed support results stars
A Google user,5,Good,Positive,good
A Google user,4,super,Positive,super
A Google user,4,"Very help full application, I am preparing myself for Germany. It helps me much to learn german language.",Positive,help full application preparing germany helps much learn german language
A Google user,5,The best language learning app that I know of. 👍,Positive,best language learning app know
A Google user,4,this application is very good 😊👍,Positive,application good
A Google user,5,fantastic,Positive,fantastic
A Google user,1,Would rather use ai than pay for humans. Disgusting.,Negative,would rather use ai pay humans disgusting
A Google user,5,This makes me happy because I can learn many languages that I want to learn for free. I sometimes even unlock super Duolingo for free for around 3 days and can add my friend to it and I won't be charged. I like Duolingo. :D,Positive,makes happy learn many languages want learn free sometimes even unlock super duolingo free around 3 days add friend charged like duolingo
A Google user,5,love this app!,Positive,love app
A Google user,5,great app for learning another language and readdressing words learnt helps to retain them,Positive,great app learning another language readdressing words learnt helps retain
A Google user,5,super duper pehle shurwat me samjh nahi aya tha but ek hi din me sab samjha chuki hu thank you Duolingo chidiya and I love you 😘😘 5 star toh banta h beshak,Positive,super duper pehle shurwat samjh nahi aya tha ek hi din sab samjha chuki hu thank duolingo chidiya love 5 star toh banta h beshak
A Google user,1,yas bahut achha lag raha h,Negative,yas bahut achha lag raha h
A Google user,5,"so far, so good.",Positive,far good
A Google user,5,I just don't want my family taken,Positive,want family taken
A Google user,5,Better than doing nothing.,Positive,better nothing
A Google user,5,Duolingo est une très bonne application elle apprend vite et bien,Positive,duolingo est une très bonne application elle apprend vite et bien
A Google user,5,so good,Positive,good
A Google user,5,helps alot I'm learning now,Positive,helps alot learning
A Google user,1,I got a random charge that I never made they never handled it all they said was 5-10 days. After 15 days I reached out again they basically said to bad tell your bank to handle it. This app is a scam and customer service is trash,Negative,got random charge never made never handled said 5 10 days 15 days reached basically said bad tell bank handle app scam customer service trash
A Google user,5,Good learning app,Positive,good learning app
A Google user,5,outstanding,Positive,outstanding
A Google user,5,very nice,Positive,nice
A Google user,5,very good app and fast english toking,Positive,good app fast english toking
A Google user,5,"The best app for learning a language and I love the teaching style, and how it gets you to practice your weak areas and mistakes. My only criticism is there is no left orientated side combed hair on the avatar creator so my hair is combed the wrong way on my avatar.",Positive,best app learning language love teaching style gets practice weak areas mistakes criticism left orientated side combed hair avatar creator hair combed wrong way avatar
A Google user,5,"From my perspective, Duolingo stands out as an exceptionally effective and highly practical application for language learning, offering a comprehensive and well-rounded approach to acquiring new languages. What makes Duolingo particularly remarkable is its user-friendly design, which caters to a broad spectrum of learners, ranging from complete beginners to those seeking to refine their skills in a language they are already familiar with. The app employs an array of pedagogical strategies, such",Positive,perspective duolingo stands exceptionally effective highly practical application language learning offering comprehensive well rounded approach acquiring new languages makes duolingo particularly remarkable user friendly design caters broad spectrum learners ranging complete beginners seeking refine skills language already familiar app employs array pedagogical strategies
A Google user,5,ek no app hai 🥰,Positive,ek app hai
A Google user,5,This app is amazing 👏🏻 😍,Positive,app amazing
A Google user,5,great,Positive,great
A Google user,5,this application is vers nice,Positive,application vers nice
A Google user,5,"I am learning so much, and I am so proud of myself. 🤩",Positive,learning much proud
A Google user,5,very good,Positive,good
A Google user,3,It is a great learning experience. I keep doing it daily and now can hear words from the songs I listen to in that language. Recently found I had 4 recurring $12.99 charges. But can only find one to cancel. Not happy about finding 3 other not needed charges on my monthly bills.,Neutral,great learning experience keep daily hear words songs listen language recently found 4 recurring 12 99 charges find one cancel happy finding 3 needed charges monthly bills
A Google user,5,good app,Positive,good app
A Google user,5,it's a fun way to learn. I love it,Positive,fun way learn love
A Google user,4,Yesterday was my French exam and I download this app it helps me a lot it's good then other learning apps I have ever seen !! you will not believe I got 80% on exam!!,Positive,yesterday french exam download app helps lot good learning apps ever seen believe got 80 exam
A Google user,5,perfect animations to learn better,Positive,perfect animations learn better
A Google user,4,nice app for the moment. thanks,Positive,nice app moment thanks
